Brand,CONDENSER,Coil/Air Handler,FURNACE,AHRI #,Size,SEER2,HSPF2,Finance (Buy-Down),25C Tax Credit
RUUD,RA13NY48AJ1NALHP,RCFY4821STANMC,R962V1005A21M4SCAP,214788821,48000 BTU,13.4,,Yes - Furn w/Econet,No
RUUD,RA13NY48AJ1NALHP,RCFY4824STANMC,R962V1155A24M4SCAP,214789034,48000 BTU,13.4,,Yes - Furn w/Econet,No
RUUD,RA13NY60AJ1NALHP,RCFY6024STANMC,R962V1005A21M4SCAP,214787825,60000 BTU,13.4,,Yes - Furn w/Econet,No
RUUD,RA13NY60AJ1NALHP,RCFY6024STANMC,R962V1155A24M4SCAP,214787875,60000 BTU,13.4,,Yes - Furn w/Econet,No
RUUD,RA14AY18AJ1NALHP,RCFY2417STANMC,R962V0403A17M4SCAP,215226428,18000 BTU,14.8,,Yes - Furn w/Econet,No
RUUD,RA14AY18AJ1NALHP,RCFY2417STANMC,R962V0603A17M4SCAP,215226561,18000 BTU,14.8,,Yes - Furn w/Econet,No
RUUD,RA14AY18AJ1NALHP,RCFY2417STANMC,R962V0703A17M4SCAP,215226520,18000 BTU,14.8,,Yes - Furn w/Econet,No
RUUD,RA14AY30AJ1NALHP,RCFY3617STANMC,R962V0403A17M4SCAP,215228641,30000 BTU,14.3,,Yes - Furn w/Econet,No
RUUD,RA14AY30AJ1NALHP,RCFY3617STANMC,R962V0603A17M4SCAP,215228666,30000 BTU,14.3,,Yes - Furn w/Econet,No
RUUD,RA14AY30AJ1NALHP,RCFY3617STANMC,R962V0703A17M4SCAP,215228725,30000 BTU,14.3,,Yes - Furn w/Econet,No
RUUD,RA14AY30AJ1NALHP,RCFY3621STANMC,R962V0705A21M4SCAP,215229031,30000 BTU,14.8,,Yes - Furn w/Econet,No
RUUD,RA14AY30AJ1NALHP,RCFY3621STANMC,R962V0855A21M4SCAP,215228727,30000 BTU,14.3,,Yes - Furn w/Econet,No
RUUD,RA14AY30AJ1NALHP,RCFY3621STANMC,R962V1005A21M4SCAP,215228617,30000 BTU,14.8,,Yes - Furn w/Econet,No
RUUD,RA14AY36AJ1NALHP,RCFY3617STANMC,R962V0403A17M4SCAP,215231387,36000 BTU,14.3,,Yes - Furn w/Econet,No
RUUD,RA14AY36AJ1NALHP,RCFY3617STANMC,R962V0603A17M4SCAP,215231324,36000 BTU,14.8,,Yes - Furn w/Econet,No
RUUD,RA14AY36AJ1NALHP,RCFY3617STANMC,R962V0703A17M4SCAP,215231337,36000 BTU,15.2,,Yes - Furn w/Econet,No
RUUD,RA14AY36AJ1NALHP,RCFY3621STANMC,R962V0705A21M4SCAP,215231408,36000 BTU,14.8,,Yes - Furn w/Econet,No
RUUD,RA14AY36AJ1NALHP,RCFY3621STANMC,R962V1005A21M4SCAP,216721273,36000 BTU,14.8,,Yes - Furn w/Econet,No
RUUD,RA14AY42AJ1NALHP,RCFY4821STANMC,R962V0705A21M4SCAP,215232169,42000 BTU,14.3,,Yes - Furn w/Econet,No
RUUD,RA14AY42AJ1NALHP,RCFY4821STANMC,R962V0855A21M4SCAP,215232296,42000 BTU,14.3,,Yes - Furn w/Econet,No
RUUD,RA14AY42AJ1NALHP,RCFY4821STANMC,R962V1005A21M4SCAP,215232209,42000 BTU,14.3,,Yes - Furn w/Econet,No
RUUD,RA14AY42AJ1NALHP,RCFY4824STANMC,R962V1155A24M4SCAP,215232235,42000 BTU,15.2,,Yes - Furn w/Econet,No
RUUD,RA14AY48AJ1NALHP,RCFY4821STANMC,R962V0855A21M4SCAP,217106275,48000 BTU,13.8,,Yes - Furn w/Econet,No
RUUD,RA14AY48AJ1NALHP,RCFY4824STANMC,R962V1155A24M4SCAP,215359075,48000 BTU,13.8,,Yes - Furn w/Econet,No
RUUD,RA14AY60AJ1NALHP,RCFY6024STANMC,R962V1005A21M4SCAP,215232551,60000 BTU,13.8,,Yes - Furn w/Econet,No
RUUD,RA14AY60AJ1NALHP,RCFY6024STANMC,R962V1155A24M4SCAP,215232547,60000 BTU,13.8,,Yes - Furn w/Econet,No
RUUD,RA15AY18AJ1NALHP,RCFY2417STANMC,R962V0403A17M4SCAP,215259946,18000 BTU,15.2,,Yes,No
RUUD,RA15AY18AJ1NALHP,RCFY2417STANMC,R962V0603A17M4SCAP,215259867,18000 BTU,15.2,,Yes,No
RUUD,RA15AY18AJ1NALHP,RCFY2417STANMC,R962V0703A17M4SCAP,215259877,18000 BTU,15.2,,Yes,No
RUUD,RA15AY24AJ1NALHP,RCFY2417STANMC,R962V0403A17M4SCAP,216721078,24000 BTU,15.2,,Yes,No
RUUD,RA15AY24AJ1NALHP,RCFY2417STANMC,R962V0603A17M4SCAP,216721074,24000 BTU,15.2,,Yes,No
RUUD,RA15AY24AJ1NALHP,RCFY2417STANMC,R962V0703A17M4SCAP,216721079,24000 BTU,15.2,,Yes,No
RUUD,RA15AY30AJ1NALHP,RCFY3617STANMC,R962V0403A17M4SCAP,216721226,30000 BTU,14.3,,Yes,No
RUUD,RA15AY30AJ1NALHP,RCFY3617STANMC,R962V0603A17M4SCAP,215265176,30000 BTU,14.3,,Yes,No
RUUD,RA15AY30AJ1NALHP,RCFY3617STANMC,R962V0703A17M4SCAP,215265454,30000 BTU,14.3,,Yes,No
RUUD,RA15AY30AJ1NALHP,RCFY3621STANMC,R962V0705A21M4SCAP,215265480,30000 BTU,15.2,,Yes,No
RUUD,RA15AY30AJ1NALHP,RCFY3621STANMC,R962V0855A21M4SCAP,215265171,30000 BTU,15.2,,Yes,No
RUUD,RA15AY30AJ1NALHP,RCFY3621STANMC,R962V1005A21M4SCAP,215265497,30000 BTU,15.2,,Yes,No
RUUD,RA15AY36AJ1NALHP,RCFY3617STANMC,R962V0403A17M4SCAP,216721162,36000 BTU,14.3,,Yes,No
RUUD,RA15AY36AJ1NALHP,RCFY3617STANMC,R962V0603A17M4SCAP,216721163,36000 BTU,14.3,,Yes,No
RUUD,RA15AY36AJ1NALHP,RCFY3617STANMC,R962V0703A17M4SCAP,216721091,36000 BTU,15.2,,Yes,No
RUUD,RA15AY36AJ1NALHP,RCFY3621STANMC,R962V0705A21M4SCAP,216721083,36000 BTU,15.2,,Yes,No
RUUD,RA15AY36AJ1NALHP,RCFY3621STANMC,R962V0855A21M4SCAP,216721098,36000 BTU,15.2,,Yes,No
RUUD,RA15AY36AJ1NALHP,RCFY3621STANMC,R962V1005A21M4SCAP,216721082,36000 BTU,15.2,,Yes,No
RUUD,RA15AY42AJ1NALHP,RCFY4821STANMC,R962V0855A21M4SCAP,216721106,42000 BTU,14.3,,Yes,No
RUUD,RA15AY42AJ1NALHP,RCFY4821STANMC,R962V1005A21M4SCAP,216721109,42000 BTU,14.3,,Yes,No
RUUD,RA15AY48AJ1NALHP,RCFY4821STANMC,R962V0855A21M4SCAP,217106247,48000 BTU,13.8,,Yes,No
RUUD,RA15AY48AJ1NALHP,RCFY4824STANMC,R962V1155A24M4SCAP,216721318,48000 BTU,13.8,,Yes,No
RUUD,RA15AY60AJ1NALHP,RCFY6024STANMC,R962V1005A21M4SCAP,216721328,60000 BTU,13.8,,Yes,No
RUUD,RA15AY60AJ1NALHP,RCFY6024STANMC,R962V1155A24M4SCAP,216645467,60000 BTU,13.8,,Yes,No
RUUD,UA19AY24AJVCA,RCFY2417STANMC,R962V0603A17M4SCAP,216721355,24000 BTU,18,,Yes,Yes - AC
RUUD,UA19AY24AJVCA,RCFY2417STANMC,R962V0703A17M4SCAP,216721352,24000 BTU,18,,Yes,Yes - AC
RUUD,UA19AY36AJVCA,RCFY3617STANMC,R962V0403A17M4SCAP,216705181,36000 BTU,19,,Yes,No
RUUD,UA19AY36AJVCA,RCFY3617STANMC,R962V0603A17M4SCAP,216705189,36000 BTU,19,,Yes,No
RUUD,UA19AY36AJVCA,RCFY3617STANMC,R962V0703A17M4SCAP,216705187,36000 BTU,19,,Yes,No
RUUD,UA19AY36AJVCA,RCFY3621MTANMC,R962V0403A17M4SCAP,216705222,36000 BTU,20,,Yes,Yes - AC
RUUD,UA19AY36AJVCA,RCFY3621MTANMC,R962V0603A17M4SCAP,216705227,36000 BTU,20,,Yes,No
RUUD,UA19AY36AJVCA,RCFY3621MTANMC,R962V0703A17M4SCAP,216705229,36000 BTU,20,,Yes,Yes - AC
RUUD,UA19AY36AJVCA,RCFY3621MTANMC,R962V0855A21M4SCAP,216705223,36000 BTU,19,,Yes,Yes - AC
RUUD,UA19AY36AJVCA,RCFY3621STANMC,R962V0403A17M4SCAP,216705253,36000 BTU,19,,Yes,No
RUUD,UA19AY36AJVCA,RCFY3621STANMC,R962V0603A17M4SCAP,216705255,36000 BTU,19,,Yes,No
RUUD,UA19AY36AJVCA,RCFY3621STANMC,R962V0703A17M4SCAP,216705258,36000 BTU,19,,Yes,No
RUUD,UA19AY36AJVCA,RCFY3621STANMC,R962V0855A21M4SCAP,216705256,36000 BTU,18,,Yes,No
RUUD,UA19AY48AJVCA,RCFY4821STANMC,R962V0705A21M4SCAP,216705274,48000 BTU,18,,Yes,No
RUUD,UA19AY48AJVCA,RCFY4821STANMC,R962V0855A21M4SCAP,216705290,48000 BTU,18,,Yes,No
RUUD,UA19AY48AJVCA,RCFY4821STANMC,R962V1005A21M4SCAP,216705291,48000 BTU,18,,Yes,No
RUUD,UA19AY48AJVCA,RCFY4824MTANMC,R962V1155A24M4SCAP,216705305,48000 BTU,20,,Yes,Yes - AC
RUUD,UA19AY60AJVCA,RCFY6024STANMC,R962V0705A21M4SCAP,216705335,60000 BTU,17,,Yes,No
RUUD,UA19AY60AJVCA,RCFY6024STANMC,R962V0855A21M4SCAP,216705318,60000 BTU,17,,Yes,No
RUUD,UA19AY60AJVCA,RCFY6024STANMC,R962V1005A21M4SCAP,216705310,60000 BTU,17,,Yes,No
RUUD,UA19AY60AJVCA,RCFY6024STANMC,R962V1155A24M4SCAP,216705329,60000 BTU,17,,Yes,No
RUUD,UA19AY24AJVCA,RCFY2417STANMC,U98MV0603A17UPSGAP,216721340,24000 BTU,18,,Yes,Yes
RUUD,UA19AY24AJVCA,RCFY2417STANMC,U98MV0703A17UPSGAP,216705154,24000 BTU,18,,Yes,Yes
RUUD,UA19AY36AJVCA,RCFY3617STANMC,U98MV0603A17UPSGAP,216705180,36000 BTU,19,,Yes,Yes -Furn
RUUD,UA19AY36AJVCA,RCFY3617STANMC,U98MV0703A17UPSGAP,216705183,36000 BTU,19,,Yes,Yes -Furn
RUUD,UA19AY36AJVCA,RCFY3621MTANMC,U98MV0855A21UPSGAP,216705225,36000 BTU,20,,Yes,Yes
RUUD,UA19AY36AJVCA,RCFY3621MTANMC,U98MV1005A21UPSGAP,216705221,36000 BTU,20,,Yes,Yes
RUUD,UA19AY36AJVCA,RCFY3621STANMC,U98MV0855A21UPSGAP,216705240,36000 BTU,19,,Yes,Yes -Furn
RUUD,UA19AY36AJVCA,RCFY3621STANMC,U98MV1005A21UPSGAP,216705252,36000 BTU,19,,Yes,Yes -Furn
RUUD,UA19AY36AJVCA,RCFY3624MTANMC,U98MV1155A24UPSGAP,216705245,36000 BTU,20,,Yes,Yes
RUUD,UA19AY48AJVCA,RCFY4821STANMC,U98MV0855A21UPSGAP,216705303,48000 BTU,19,,Yes,Yes -Furn
RUUD,UA19AY48AJVCA,RCFY4821STANMC,U98MV1005A21UPSGAP,216705271,48000 BTU,19,,Yes,Yes -Furn
RUUD,UA19AY48AJVCA,RCFY4824MTANMC,U98MV0855A21UPSGAP,216705269,48000 BTU,20,,Yes,Yes
RUUD,UA19AY48AJVCA,RCFY4824MTANMC,U98MV1155A24UPSGAP,216705276,48000 BTU,20,,Yes,Yes
RUUD,UA19AY48AJVCA,RCFY4824STANMC,U98MV0855A21UPSGAP,216705281,48000 BTU,19,,Yes,Yes -Furn
RUUD,UA19AY48AJVCA,RCFY4824STANMC,U98MV1005A21UPSGAP,216705288,48000 BTU,19,,Yes,Yes -Furn
RUUD,UA19AY48AJVCA,RCFY4824STANMC,U98MV1155A24UPSGAP,216705298,48000 BTU,19,,Yes,Yes -Furn
RUUD,UA19AY60AJVCA,RCFY6021STAAMC,U98MV0855A21UPSGAP,216050899,60000 BTU,17,,Yes,Yes -Furn
RUUD,UA19AY60AJVCA,RCFY6021STAAMC,U98MV1005A21UPSGAP,216050877,60000 BTU,17,,Yes,Yes -Furn
RUUD,UA19AY60AJVCA,RCFY6024STANMC,U98MV1155A24UPSGAP,216705330,60000 BTU,17,,Yes,Yes -Furn
